Item,Item Description,Item Status,Quantity,Subinventory,UOM,Location,Lot Number,Organization
S002491,HOLE CAP [ C6LM ] (PISTON LINE),OBSOLETE,0,,,,0.24,AAC Plant 1
S002492,HOOK BOLT [ EHN24 ] PRL.CAME,Active,1,STOCK CAGE,EA,2G022A,28.77,AAC Plant 2
S002493,HORSE SHOE T-BOLT [ HORSESHOETBOLT-A3 ] 500-800 TON / DC01 DC02 DC06 DCL9004 DCL9020,Active,23,STOCK CAGE,EA,1ZR002F,225,AAC Plant 1
S002493,HORSE SHOE T-BOLT [ HORSESHOETBOLT-A3 ] 500-800 TON / DC01 DC02 DC06 DCL9004 DCL9020,Inactive,0,,,,225,AAC Plant 2
S002494,HOSE [ 25X2BK20M ] DC01 DCL9000,Active,2,STOCK CAGE,EA,2W004A,250,AAC Plant 2
S002496,HOSE [ 85562494 ] replaces [ 39572300 ] BG01,Active,2,STOCK CAGE,EA,1QHOSE-1,227,AAC Plant 1
S002497,HOSE [ 39572441],Inactive,0,,,,124.9,AAC Plant 1
S002499,ORANGE HOSE /  [ AH11X30M ],Active,2,STOCK CAGE,EA,2W036A,242.67,AAC Plant 2
S002504,HOSE [ TF23050X200 ] PRL-CAME / FINISH LINE,Inactive,0,,,,79.71,AAC Plant 2
S002505,HOSE [ TF23080X200 ] PRL-CAME / FINISH LINE,OBSOLETE,0,,,,112.89,AAC Plant 2
S002506,HOSE [ TF23080X250 ] PRL-SM-CAME / FINISH LINE,OBSOLETE,0,,,,120.47,AAC Plant 2
S002507,"HOSE BUSHING 1/4"" [ 27802 ]",Inactive,0,,,,4.8,AAC Plant 1
S002508,HOSE COUPLING [ 09059 ],Inactive,0,,,,22,AAC Plant 1
S002512,HOSE NIPPLE [ 32022 ] 3/4 X 1/2 MALE,Active,22,STOCK CAGE,EA,TC6-D06D,2.55,AAC Plant 2
S002513,11 X 16 HOSE NIPPLE [ H11-4M ] RBL-SPRAY,Active,10,STOCK CAGE,EA,TC6-D06K,30.55,AAC Plant 2
S002514,"HOSE NIPPLE, BARB, BRASS [ PT1/2''X10.5 ] DC91 DC92",Active,24,STOCK CAGE,EA,TC6-D06B,1.95,AAC Plant 2
S002515,"PT1/2''X14  HOSE NIPPLE, BARB, BRASS   DC03",Active,19,STOCK CAGE,EA,TC6-D06C,1.88,AAC Plant 2
S002516,"PT3/8''X10.5   HOSE NIPPLE, BARB, BRASS   DC04 DCL3012 DC03",Active,28,STOCK CAGE,EA,TC6-D06A,1.08,AAC Plant 2
S002517,"PT1''X27  GHR0827  HOSE NIPPLE, BARB. BRASS  DC91 DC92",Active,21,STOCK CAGE,EA,TC6-D06H,6.75,AAC Plant 2
S002518,HOSE REEL [ A5825OLP ] SPRING REWIND COMMON,Active,4,STOCK CAGE,EA,1N END1,289.4,AAC Plant 1
S002519,OMRON HOST LINK CABLE [ C200H-SCN229EU ] [ C200HSCN229EU ],Active,2,STOCK CAGE,EA,1S001B,112.16,AAC Plant 1
S002520,OMRON HOST LINK CABLE [ XW2Z-200B ] [ XW2Z200B ],Active,3,STOCK CAGE,EA,1S001G,71.34,AAC Plant 1
S002521,OMRON HOST LINK CABLE [ XW2Z-300B ] [ XW2Z300B ],Active,1,STOCK CAGE,EA,1S001H,67.06,AAC Plant 1
S002522,OMRON HOST LINK CABLE [ XW2Z-500S ]  [ XW2Z500S ],Active,1,STOCK CAGE,EA,1S002B,74.12,AAC Plant 1
S002523,OMRON HOST LINK CABLE [ XW2Z-O10H1 ] [ XW2ZO10H1 ],Active,2,STOCK CAGE,EA,1S001C,120,AAC Plant 1
S002524,OMRON HOST LINK CABLE [ XW2Z-O10H3 ] [ XW2ZO10H3 ],Active,2,STOCK CAGE,EA,1S001E,134.12,AAC Plant 1
S002525,HOUSING ASSEMBLY [ CY1B25HBN ]  PISTON LINE,OBSOLETE,0,,,,163.9,AAC Plant 1
S002526,HUMMA CONTROL SOURCE KEY [ KH3L20B ] REPLACES [ HU127 ] 2250 TON / DC,Active,7,STOCK CAGE,EA,TC7-D07U,11,AAC Plant 2
S002528,INACTIVE.....HYDRAULIC BOOSTER (2 BOXES =1SET) [ 1YM9204047A ] / CQ2L160P3270150 / OKK ONLY ],Inactive,0,,,,2221.18,AAC Plant 1
S002529,HYDRAULIC BOOSTER 3/4 [ 10707705A ] PISTON LINE,OBSOLETE,0,,,,2010,AAC Plant 1
S002530,HYDRAULIC CHUCK [ CHP544 ] GRAVITY CAST SAW,OBSOLETE,0,,,,1641.6,AAC Plant 1
S002531,HYDRAULIC CYLINDER [ 140H-86LB40BN750B0X],Active,2,STOCK CAGE,EA,1ZE001B,768.3,AAC Plant 1
S002533,HYDRAULIC CYLINDER [ 35H3R1FA32N130AG31 ] REPLACES [ 35H3RIFA32N130D3 ],Active,6,STOCK CAGE,EA,1G032H,209.4,AAC Plant 1
S002534,HYDRAULIC CYLINDER [ 70H81FB40BB250X ],Inactive,0,,,,377.65,AAC Plant 1
S002535,HYDRAULIC CYLINDER [ CHDFFA100C300 ],Active,3,STOCK CAGE,EA,1ZE011B,694,AAC Plant 1
S002536,HOWA HYDRAULIC CYLINDER [ JKA6H40X30-53-RG ]  (JKA6H40X3053RG),Active,2,STOCK CAGE,EA,1D067D,320,AAC Plant 1
S002537,HOWA HYDRAULIC CYLINDER [ JKA6H40X30-54-RG ]  (JKA6H40X3054RG),Active,2,STOCK CAGE,EA,1D067F,300,AAC Plant 1
S002538,HYDRAULIC FILTER,Inactive,0,,,,46,AAC Plant 1
S002539,HYDRAULIC FILTER [ P551553 ] REPLACES [ 51259 ]MA23,Active,3,STOCK CAGE,EA,1B029E,15,AAC Plant 1
S002540,HYDRAULIC FILTER [ EP02020N ],Active,8,STOCK CAGE,EA,1B018D,35.8,AAC Plant 1
S002541,HYDRAULIC FILTER HOUSING [ FH-340-03-101-P010 ],Active,2,STOCK CAGE,EA,1H003E,155,AAC Plant 1
S002542,HYDRAULIC FILTER [ FH34116201M074X0 ] 2250 TON / DC,Active,3,STOCK CAGE,EA,2S014E,793.78,AAC Plant 2
S002543,HYDRAULIC FILTER HOUSING  [ FH34208410P020 ],Active,2,STOCK CAGE,EA,1H017C,202.25,AAC Plant 1
S002544,HYDRAULIC FILTER ELEMENT [ EM320-149W ] 2250 TON / DC,Active,19,STOCK CAGE,EA,2T064A,148.85,AAC Plant 2
S002545,HYDRAULIC FILTER ELEMENT [ EM420-149W ] 2250 TON / DC,Active,21,STOCK CAGE,EA,2T056B,217.06,AAC Plant 2
S002546,MICRO MESH ELEMENT [ BM93-74W ] REPLACES HYDRAULIC FILTER ELEMENT [ EM930074W ]DC03 DCL3011 DCL3005,Active,4,STOCK CAGE,EA,2V116D,141.7,AAC Plant 2
S002547,TOKYO KEIKI HYDRAULIC FLOW CONTROL VALVE [ HF3HW40SK025B ] 00IT,Active,2,STOCK CAGE,EA,1D093H,159.6,AAC Plant 1
S002548,HYDRAULIC FLUID [AQUATECH FR200] 330 GALLON TOTE SAME AS  [ HF28 ] 310 gallon tote,Active,4,STOCK CAGE,EA,P1 OIL ROOM,1683.3,AAC Plant 1
S002548,HYDRAULIC FLUID [AQUATECH FR200] 330 GALLON TOTE SAME AS  [ HF28 ] 310 gallon tote,Active,5,STOCK CAGE,EA,P2 OIL ROOM,1683.3,AAC Plant 2
S002549,HYDRAULIC FLUID [ HOUGHTON SAFE 620 ],Inactive,0,,,,417.45,AAC Plant 1
S002550,HYDRAULIC HOLDER [ BT40CTR25135 ],OBSOLETE,0,,,,150,AAC Plant 2
S002551,HYDRAULIC HOLDER [ BT40HCS20120CP ],OBSOLETE,0,,,,500,AAC Plant 2
S002552,HYDRAULIC HOSE  [ 1X98 ] STEEL BRAIDED,OBSOLETE,0,,,,1,AAC Plant 1
S002553,OBSOLETE...HYDRAULIC HOSE [ 1/2X16 ],OBSOLETE,0,,,,1,AAC Plant 1
S002554,HYDRAULIC HOSE [ 1/2X20 ],Inactive,0,,,,1,AAC Plant 1
S002555,HYDRAULIC HOSE [ 1/2X361/4 ] STEEL BRAIDED,Inactive,0,,,,1,AAC Plant 1
S002560,HYDRAULIC HOSE [ 1/8X60 ] STEEL BRAIDED,OBSOLETE,0,,,,1,AAC Plant 1
S002562,HYDRAULIC HOSE [ 11/2X150 ],OBSOLETE,0,,,,1,AAC Plant 1
S002563,HYDRAULIC HOSE [ 11/4X1550L210K ],OBSOLETE,0,,,,1,AAC Plant 1
S002564,OBSOLETE...HYDRAULIC HOSE [ 11/4X36 ],OBSOLETE,0,,,,1,AAC Plant 1
S002565,HYDRAULIC HOSE [ 13/4X85 ],Inactive,0,,,,1,AAC Plant 1
S002566,HYDRAULIC HOSE [ 2X85 ],OBSOLETE,0,,,,1,AAC Plant 1
S002568,HYDRAULIC HOSE [ NWP2103/41440L+4+4 ] REPLACES [ WP210K3/4BX1440L ] 800 TON / DC,Inactive,0,,,,287.26,AAC Plant 2
S002569,HYDRAULIC HOSE [ 3/4X24 ],OBSOLETE,0,,,,1,AAC Plant 1
S002570,HYDRAULIC HOSE [ 3/8X144 ],OBSOLETE,0,,,,1,AAC Plant 1
S002572,HYDRAULIC HOSE [ 3/8X216 ],OBSOLETE,0,,,,1,AAC Plant 1
S002573,HYDRAULIC HOSE [ 3/8X48 ],OBSOLETE,0,,,,1,AAC Plant 1
S002574,HYDRAULIC HOSE [ 3/8X48 ] STEEL BRAIDED,OBSOLETE,0,,,,1,AAC Plant 1
S002575,HYDRAULIC HOSE [ 35K11/4''11501004+1004 ],Active,4,STOCK CAGE,EA,2W020A,160.29,AAC Plant 2
S002576,HYDRAULIC HOSE [ 35K11/4''13501004+1004 ],Inactive,0,,,,174.96,AAC Plant 2
S002577,HYDRAULIC HOSE [ 35K11/4''15501004+1004 ],Inactive,0,,,,161.54,AAC Plant 2
S002578,OBSOLETE..HYDRAULIC HOSE [ 5/8X20 ],OBSOLETE,0,,,,1,AAC Plant 1
S002580,HYDRAULIC HOSE [ FXO4HYO404JPFX283/4 ],Inactive,0,,,,12.98,AAC Plant 1
S002581,OBSOLETE...HYDRAULIC HOSE [ HORSE SHOE 1 1/4 ],OBSOLETE,0,,,,1,AAC Plant 1
S002583,"OBSOLETE..HYDRAULIC HOSE [ L10X72"" ]",OBSOLETE,0,,,,1,AAC Plant 1
S002584,"HYDRAULIC HOSE [ L12X72"" ]",Inactive,0,,,,1,AAC Plant 1
S002585,HYDRAULIC HOSE [ MSHA26IC20C ],OBSOLETE,0,,,,1,AAC Plant 1
S002586,STEEL BRAIDED HOSE [ OMB1008X13001004+1004 ] DC NOT HYDRAULIC,Inactive,0,,,,102.25,AAC Plant 2
S002588,HYDRAULIC HOSE [ OMB201/210001004+1004 ] DC 92,Inactive,0,,,,81.67,AAC Plant 2
S002589,HYDRAULIC HOSE [ OMB201/21500 ] 500-800 TON / DC,Inactive,0,,,,139.29,AAC Plant 2
S002590,HYDRAULIC HOSE [ OMB200820001004+1004 ] REPLACES [ OMB201/22000 ] 500-800 TON / DC,Inactive,0,,,,91.04,AAC Plant 2
S002591,HYDRAULIC HOSE [ OMB203/41000 ] 500-800 TON / DC,Active,4,STOCK CAGE,EA,2HOSE ZI,102.1,AAC Plant 2
S002592,HYDRAULIC HOSE [ OMB20123/4X1500 ] Replace [ OMB203/41500 ],Inactive,0,,,,199.6,AAC Plant 2
S002593,HYDRAULIC HOSE OMB20F-123/42000 replaces  [ OMB203/42000 ] 500-800 TON / DC,Inactive,0,,,,161.67,AAC Plant 2
S002594,HYDRAULIC HOSE [ PA2106600F+F3/8 ],Active,2,STOCK CAGE,EA,2W002E,32.48,AAC Plant 2
S002596,HYDRAULIC HOSE [ PA21121400SR9+SR9 ] PRL-CAME,Inactive,0,,,,132.54,AAC Plant 2
S002597,HYDRAULIC HOSE [ PA2112850+SR9 [ PRLCAME ],Inactive,0,,,,95.74,AAC Plant 2
S002598,HYDRAULIC HOSE [ PA21161550SR9+SR9 ] PRL-CAME,Inactive,0,,,,216.65,AAC Plant 2
S002599,HYDRAULIC HOSE [ PA2120X1350L FX2 ] REPLACES [ PA21201350F+F11/4 ],Active,6,STOCK CAGE,EA,2HOSE ZZP,311.78,AAC Plant 2
S00260,(INACTIVE) CORRECT PART # IS  S010260,Inactive,0,,,,#N/A,AAC Plant 1
S002600,HYDRAULIC HOSE [ PA21201550F+F11/4 ]DC03 DCL3004,Inactive,0,,,,372.88,AAC Plant 2
S002602,OBSOLETE...HYDRAULIC HOSE [ WP210 3/8X1210 ],OBSOLETE,0,,,,1,AAC Plant 1
S002603,HYDRAULIC HOSE [ WP2103212101004+1004 ],Active,3,STOCK CAGE,EA,2W020B,225.94,AAC Plant 2
S002604,HYDRAULIC HOSE [ WP2103213901004+1004 ],Inactive,0,,,,245.44,AAC Plant 2
S002605,HYDRAULIC HOSE [ WP2103812101004+1004 ],Active,2,STOCK CAGE,EA,2W020C,325.94,AAC Plant 2
S002606,HYDRAULIC HOSE [ WP2103813901004+1004 ],Active,2,STOCK CAGE,EA,2W020D,349.34,AAC Plant 2
S002607,HYDRAULIC HOSE [ WP2101913901004+1004 ] REPLACES WP210S1913901004+1004,Inactive,0,,,,151.85,AAC Plant 2
S002608,HYDRAULIC HOSE [ WP706600MM ] 500-800 TON / DC,Active,2,STOCK CAGE,EA,2W002F,40.95,AAC Plant 2
S002610,HYDRAULIC HOSE [ Y160F06SOMB203/81500Y160M06S ],Inactive,0,,,,192.53,AAC Plant 2
S002611,HYDRAULIC HOSE [ Y160F06SOMB203/8500Y160M06S ],Inactive,0,,,,106.5,AAC Plant 2
S002612,HYDRAULIC HOSE [ Y160F08SOMB201/21000Y160F08S ],Inactive,0,,,,158.76,AAC Plant 2
S002613,HYDRAULIC HOSE [ Y160F08SOMB201/21500Y160F08S ],Inactive,0,,,,165.44,AAC Plant 2
S002614,HYDRAULIC HOSE [ Y160F08SOMB201/22000Y160F08S ],Inactive,0,,,,219.71,AAC Plant 2
S002615,HYDRAULIC HOSE [ Y160F12SOMB203/41000Y160M12S ],Inactive,0,,,,261.89,AAC Plant 2
S002616,HYDRAULIC HOSE [ Y160F16SOMB203/41500Y160M12S ],Inactive,0,,,,348.37,AAC Plant 2
S002618,"HYDRAULIC HOSE [ OMB2012X2000/1004+1013-3/4PT1""+Y160F16=100/+Y160M12 ]",Inactive,0,,,,397.27,AAC Plant 2
S002619,HYDRAULIC HOSE STEEL BRAIDED [ 1X80 ],OBSOLETE,0,,,,1,AAC Plant 1
S002620,CHAR LYNN HYDRAULIC MOTOR  [1041390] [1041390006] REPLACES SUMITOMO [ 2-315AA4CE ] 2250 TON / DC DCL3002 TRIM PRESS ON 2250 #1-2250 #2-2250 #3,Active,2,STOCK CAGE,EA,2K011B,607.16,AAC Plant 2
S002621,TOYO-OKI HYDRAULIC MOTOR [ PVD2-3E-4P-3.7kW-CC ( AC 200V ) ] REPLACES  PVC2-FCKLA-4P-3.7KW(AC200V) REPLACES  [ PVC2FCKL8/3.7KW200V ],Active,4,STOCK CAGE,EA,1ZL005A,1122.37,AAC Plant 1
S002623,TOKYO KEIKI HYDRAULIC VALVE 501 [ T0MCR-8PT10 ]  (T0MCR8PT10),Active,1,STOCK CAGE,EA,1D072E,446.34,AAC Plant 1
S002624,MAC HYDRO POWER VALVE [ 225B-111CA SAME AS 225B-111CAAA ] (225B111CA),Active,3,STOCK CAGE,EA,1D022A,43.66,AAC Plant 1
S002625,HYDRO SPEED REGULATOR / RB3140 [ RB3140 ],Active,1,STOCK CAGE,EA,1H002F,365,AAC Plant 1
S002626,HYDRO SPEED REGULATOR [ R2442A ],Active,1,STOCK CAGE,EA,1H001H,212,AAC Plant 1
S002627,HYDRO SPEED REGULATOR [ RB2430 ],Active,1,STOCK CAGE,EA,1H003A,253.1,AAC Plant 1
S002628,HYDRO UNIT [ CC63100S121D ] PISTON LINE,OBSOLETE,0,,,,301.82,AAC Plant 1
S002629,HYPONIC MOTOR [ RNYM0540B120 ] PISTON LINE,OBSOLETE,0,,,,930,AAC Plant 1
S002630,TOYO-OKI HYTEGRA THROTTLE VALVE [ HF3H-W-40K-025B ]  (HF3HW40K025B),Active,1,STOCK CAGE,EA,1D056B,301.86,AAC Plant 1
S002631,TOYO-OKI HYTEGRA THROTTLE VALVE [ HKF3H-W-Y-40K-025B ]  (HKF3HWY40K025B),Active,2,STOCK CAGE,EA,1D056C,259.9,AAC Plant 1
S002633,TOYO-OKI HYTEGRA VALVE  [ HF3H-W-40K-025B ]  (HF3HW40K025B) MA91,Active,3,STOCK CAGE,EA,1D056D,78,AAC Plant 1
S002634,TOYO-OKI HYTEGRA VALVE [ HF3HW80L03 ],Inactive,0,,,,168,AAC Plant 1
S002635,TOYO-OKI HYTEGRA VALVE  [ HK3H-W-W2-03 ](HK3HWW203) REPLACES [ HK3H-W-W1-03 ] (HK3HWW103),Active,1,STOCK CAGE,EA,1D056A,233.96,AAC Plant 1
S002636,TOYO-OKI HYTEGRA VALVE [ HK3H-W-Y3-025B ] HK3HWY3025B,Active,2,STOCK CAGE,EA,1D094G,248.45,AAC Plant 1
S002637,TOYO-OKI HYTEGRA VALVE [ HKF3HWY180K03 ] MACHINE LINE,Active,2,STOCK CAGE,EA,2V047E,327.76,AAC Plant 2
S002638,TOYO-OKI HYTEGRA VALVE [ HR3H-B-D5-025B ] [ HR3HBD5025B ]  PRL-CAME,Active,1,STOCK CAGE,EA,2V042C,160.45,AAC Plant 2
S002639,TOYO-OKI HYTEGRA VALVE [ HW3H-10S-03-DC ] [ HW3H10S03DC ],Active,2,STOCK CAGE,EA,1D076F,313.64,AAC Plant 1
S002640,TOYO-OKI HYTEGRA VALVE [ WD22B42D2 ],Inactive,0,,,,51.76,AAC Plant 1
S002641,I/O PORT CABLE [ 251S0AAL ],Active,1,STOCK CAGE,EA,1A062B,156.25,AAC Plant 1
S002642,I/O RACK RELAY UNIT [ (12VDC) P7TFOS16 ],Active,7,STOCK CAGE,EA,1S025G,122.95,AAC Plant 1
S002643,I/O RACK RELAY UNIT [ (24VDC) P7TFOS161 ],Active,2,STOCK CAGE,EA,TCG-D08D,179.87,AAC Plant 1
S002644,I/O RACK RELAY UNIT [ P7TFOS081 ],Active,2,STOCK CAGE,EA,TCG-D07D,73.41,AAC Plant 1
S002645,I/O RELAY CABLE [ G79I200C175 ] 2250 TON / DC,Active,2,STOCK CAGE,EA,2V032D,39.61,AAC Plant 2
S002646,HERCULES IDI ROD SEAL[MRTU-16X26X7.7](US-90URE-16X26X7.7)(HA40) REPLACES (FU0156F0),Active,4,STOCK CAGE,EA,1S044G,6.62,AAC Plant 1
S002646,HERCULES IDI ROD SEAL[MRTU-16X26X7.7](US-90URE-16X26X7.7)(HA40) REPLACES (FU0156F0),Active,6,STOCK CAGE,EA,2G049A-2,6.62,AAC Plant 2
S002647,IGNITION ELECTRODE [ FB283 ] replaces [ 220021 ]   BOILER,Inactive,0,,,,32,AAC Plant 1
S002648,IGNITION TRANSFORMER [ A06SA6X ] DC,Inactive,0,,,,125,AAC Plant 1
S002649,IMMERSION PROBE [ 06472542 ] (FLUKE) DC06 DCL9001,Active,3,STOCK CAGE,EA,2X010D,107.62,AAC Plant 2
S002650,MITSUBISHI IMPELLAR [K3774669880] REPLACES [ NPJ250IMP ],Active,4,STOCK CAGE,EA,1J004G,17.28,AAC Plant 1
S002651,OBSOLETE.....GRUNDFOS IMPELLER [ ASM415053 ],OBSOLETE,0,,,,15.36,AAC Plant 1
S002652,SMC IMPULSE VALVE [ ALIP10000 ],Active,2,STOCK CAGE,EA,1D097F,96.51,AAC Plant 1
S002653,IN LINE CONTROL [ BCS2214 ] DC,Active,1,STOCK CAGE,EA,2V102H,1500,AAC Plant 2
S002654,INDICATING LIGHT AMBER KIT 800A-L2-AMBER REPLACES [ 800AL2AA24(AMBER) ],Active,1,STOCK CAGE,EA,TCI-D01E,39.5,AAC Plant 1
S002655,INDICATING LIGHT GREEN KIT 800A-L2-GREEN REPLACES  [ 800AL2AG24(GREEN) ],Active,5,STOCK CAGE,EA,TCI-D01J,39.5,AAC Plant 1
S002656,INDICATING LIGHT AB 800B-N3C replaces obsolete [ 800AL2AR24(RED) ],Inactive,0,,,,25.56,AAC Plant 1
S002657,INDICATOR [ DR22E3LH3R(RED) ],Active,5,STOCK CAGE,EA,TCI-D01X,23.94,AAC Plant 1
S002658,INACTIVE.....GREEN INDICATOR LAMP [ DB24-76GS ] (PISTON LINE),Inactive,0,,,,2.5,AAC Plant 1
S002659,ORANGE INDICATOR LAMP [ DB24-76OS ] (PISTON LINE),OBSOLETE,0,,,,2.5,AAC Plant 1
S002660,INDICATOR LIGHT [ A30ILT1000 ],Active,2,STOCK CAGE,EA,TCI-D01F,10.06,AAC Plant 1
S002661,GREEN INDICATOR LIGHT [ DB24-89GS ] 500-800 TON / DC DC03 AUTO DIE CHANGER,Active,4,STOCK CAGE,EA,TC7-D05F,3.75,AAC Plant 2
S002662,ORANGE INDICATOR LIGHT [ DB24-89OS ] 500-800 TON / DC DC03 AUTO DIE CHANGER,Active,3,STOCK CAGE,EA,TC7-D05G,4.15,AAC Plant 2
S002663,RED INDICATOR LIGHT [ DB24-89RS ] 500-800 TON / DC,Active,8,STOCK CAGE,EA,TC7-D05H,3.41,AAC Plant 2
S002664,INDICATOR LIGHT [ A30ILT 100W ] REPLACES [ PL100W ],Active,4,STOCK CAGE,EA,TCI-D01ZJ,9.18,AAC Plant 1
S002665,"INACTIVE.....SUMITOMO INDUCTION GEARMOTOR  [ CNHM14115DBB121  ]3.4 AMP, 1740 RPM, FRAME F-80M,CLL7010 288F W/P",Inactive,0,,,,140,AAC Plant 1
S002666,"DAYTON INDUSTRIAL MOTOR [ 3KW33 ] 3 HP, 8.3 AMP, 3745 RPM, 145T FRAME",Active,1,STOCK CAGE,EA,1ZB001C,230.25,AAC Plant 1
S002667,INK CARTRIDGE/BLUE/DC,OBSOLETE,0,,,,56,AAC Plant 1
S002668,OBSOLETE.....INK CARTRIDGE/GREEN/DC,OBSOLETE,0,,,,56,AAC Plant 1
S002669,INK CARTRIDGE/RED/DC,OBSOLETE,0,,,,56,AAC Plant 1
S002670,INK STAMP HOLDERS,OBSOLETE,0,,,,45,AAC Plant 1
S002671,INLET BONNETT GASKET [ 39482815 ],Active,3,STOCK CAGE,EA,1D122G,41.8,AAC Plant 1
S002672,INLET STRAINER [ 0516 ],Inactive,0,,,,16.63,AAC Plant 1
S002673,INLINE OILER CAPS [ 12155A ],Active,1,STOCK CAGE,EA,1H023D,0.78,AAC Plant 1
S002674,INNER BASIC JIG [ LJLA401 ] (PISTON LINE),OBSOLETE,0,,,,420.48,AAC Plant 1
S002675,FANUC DIG. DC INPUT MODULE [ A03B-0819-C109 ] [ A03B0819C109 ],Active,4,STOCK CAGE,EA,1A001G,227.36,AAC Plant 1
S002676,FANUC INPUT MODULE [ A03B-0807-C103D ],Active,1,STOCK CAGE,EA,2Z016F-1,298,AAC Plant 2
S002677,FANUC INPUT MODULE [ A03B-0819-C105 ] REPLACES [ A03B-0807-C105 ]  AID32E1,Active,1,STOCK CAGE,EA,2Z016F-2,462.35,AAC Plant 2
S002678,FANUC INPUT MODULE [ A03B-0819-C109 ] REPLACES [ A03B-0807-C109 ],Active,1,STOCK CAGE,EA,2Z016G-1,358,AAC Plant 2
S002679,INACTIVE.......FANUC INPUT MODULE [ A03B-0819-C011 ]  AIF01A UL,Inactive,0,,,,324.4,AAC Plant 1
S002680,OMRON INPUT UNIT [ C200H-IA122 ][ C200HIA122 ]  2250 TON / DC,Active,1,STOCK CAGE,EA,1S034A,739.5,AAC Plant 1
S002680,OMRON INPUT UNIT [ C200H-IA122 ][ C200HIA122 ]  2250 TON / DC,Active,3,STOCK CAGE,EA,2Z013G,739.5,AAC Plant 2
S002681,OMRON INPUT UNIT [ C200H-IA222 ] [ C200HIA222 ],Active,2,STOCK CAGE,EA,1S034B,197.65,AAC Plant 1
S002682,OMRON INPUT UNIT [ C200H-ID211 ] [ C200HID211 ],Active,3,STOCK CAGE,EA,1S034C,107.01,AAC Plant 1
S002683,OMRON INPUT UNIT [ C200H-ID212 ] [ C200HID212 ]AS91 CLL9001,NoPurchase,3,STOCK CAGE,EA,1S035C,634.38,AAC Plant 1
S002683,OMRON INPUT UNIT [ C200H-ID212 ] [ C200HID212 ]AS91 CLL9001,NoPurchase,4,STOCK CAGE,EA,2Z013F,634.38,AAC Plant 2
S002684,OMRON INPUT UNIT [ C200H-ID215 ]  [ C200HID215 ],Active,7,STOCK CAGE,EA,1S034E,356.71,AAC Plant 1
S002685,OMRON INPUT UNIT [ C200H-ID216 ] [ C200HID216 ],Active,2,STOCK CAGE,EA,1S034F,1083.88,AAC Plant 1
S002685,OMRON INPUT UNIT [ C200H-ID216 ] [ C200HID216 ],Active,2,STOCK CAGE,EA,2Z013C,1083.88,AAC Plant 2
S002686,OMRON INPUT UNIT [ C200H-ID217 ],Active,2,STOCK CAGE,EA,1S034G,1892.25,AAC Plant 1
S002686,OMRON INPUT UNIT [ C200H-ID217 ],Active,2,STOCK CAGE,EA,2Z027H,1892.25,AAC Plant 2
S002687,OMRON INPUT UNIT [ C200H-ID219 ] 500-800-2250 TON / DC,Active,1,STOCK CAGE,EA,2Z016D-3,458.82,AAC Plant 2
S002688,OMRON INPUT UNIT [ CS1W-ID291 ] 500-800 TON / DC,Active,1,STOCK CAGE,EA,2Z013H,779.38,AAC Plant 2
S002690,INSERT [ CWTSE300TR ],OBSOLETE,0,,,,85,AAC Plant 1
S002691,INSERT [ LABC7012 ]MA13 MML3004,Active,45,STOCK CAGE,EA,TCC-D01B,42.5,AAC Plant 1
S002691,INSERT [ LABC7012 ]MA13 MML3004,Inactive,0,,,,42.5,AAC Plant 2
S002692,INSERT [ LABC7013 ]  RC / MACHINE LINE,Inactive,0,,,,17.5,AAC Plant 2
S002693,INSERT [ LABC7014 ],Inactive,0,,,,24,AAC Plant 2
S002694,LAOM6X1 TAP REPLACES LAT-7011 344F MA17 MA12 DRL3006,Active,89,STOCK CAGE,EA,TCB-D05K,6.6,AAC Plant 1
S002694,LAOM6X1 TAP REPLACES LAT-7011 344F MA17 MA12 DRL3006,Inactive,0,,,,6.6,AAC Plant 2
S002695,INSERT [ TEEN1603PEFR1 ],Inactive,0,,,,4,AAC Plant 2
S002696,INSERT [ TEEN32PEFR1 ] 344F,Inactive,0,,,,6.08,AAC Plant 1
S002696,INSERT [ TEEN32PEFR1 ] 344F,Active,20,STOCK CAGE,EA,TC2-D05I,6.08,AAC Plant 2
S002697,INSERT [ TEEN32PETR1 ],Inactive,0,,,,30,AAC Plant 2
S002698,INSERT [ TEEN432FL ],Inactive,0,,,,20,AAC Plant 2
S002699,INSERT [ TPGN160304 ],Active,50,STOCK CAGE,EA,TC2-D05J,6.24,AAC Plant 2
S002700,INSERT [ TPGT160304LF ],OBSOLETE,0,,,,9.02,AAC Plant 2
S002701,TPGD731HTI10 / TPGX090204 INSERT MA91,Inactive,0,,,,8.64,AAC Plant 1
S002701,TPGD731HTI10 / TPGX090204 INSERT MA91,Inactive,0,,,,8.64,AAC Plant 2
S002702,TPGX090204L INSERT MA91,Inactive,0,,,,10.84,AAC Plant 1
S002702,TPGX090204L INSERT MA91,Inactive,0,,,,10.84,AAC Plant 2
S002703,INSERT [ TPGX110304 ]MA91,Inactive,0,,,,7.9,AAC Plant 1
S002703,INSERT [ TPGX110304 ]MA91,Obsolete1,0,,,,7.9,AAC Plant 2
S002704,INSERT [ TPGX110304L ]  SAME AS TPGM221LHTI10,Inactive,0,,,,4.68,AAC Plant 1
S002704,INSERT [ TPGX110304L ]  SAME AS TPGM221LHTI10,Inactive,0,,,,4.68,AAC Plant 2
S002705,INSERT [ TPGX160304 ],Active,75,STOCK CAGE,EA,TC2-D05L,1,AAC Plant 2
